headline	dominant_emotion
Wheelchair basketball player Abdi Jama: I'm lucky to be alive	1
When This Mailman Retired, The Entire Neighborhood Threw Him A Party Heand#039;ll Never Forget	1
Will Hurd says he’s leaving Congress to help GOP become more diverse	1
You’ve heard stories of Indian Army and Air Force heroes. Now here’s an angel from the Navy	1
5-Year-Old Girl Forms Unbreakable Bond With A Duck	1
Keanu Reeves Is a Real-Life Hero and This Epic Fan Encounter Involving an Ice Cream Cone Is Proof	1
Man Drives Couple 400 Miles To Visit Their Dying Mother	1
New Zealand Shooting Survivor Forgives Wife's Killer: 'I Love Him'	1
Scouted: TOMS Added Four Issues to Its Charitable Portfolio, From Ending Gun Violence to Access to Safe Water	1
‘She Put Her Dreams Aside for Me.’ No. 1 NBA Draft Pick Zion Williamson Gets Emotional Talking About His Mother	1
'Unplanned': How former Planned Parenthood Director Abby Johnson became America's most influential ​anti-abortion activist	1
15 Democratic candidates pledge to seek gender parity in their national security teams	1
A British warship foiled a plan by Iran to seize a British oil tanker	1
A modest proposal for countering Russian election interference	1
AI Can Thrive in Open Societies	1
Arsenal transfer news: Torreira, Carrasco, Pellegrini, Cillessen	1
Cori Gauff, 15, defeats Venus Williams in Wimbledon first round	1
Democratic Presidential Candidates Endorse Pro-life House Democrat’s Primary Challenger	1
Gradually, nervously, courts are granting rights to animals	1
He Helped Save Her Daughter. Two Years Later, She Returned The Favor	1
In poor countries technology can make big improvements to education	1
Joe Biden’s Union Schtick Is All Performance. His Pollster Just Signed Up to Lobby Against Labor for Trump’s NAFTA 2.0.	1
June gold settles at $1,285.40/oz, up $11.20, or 0.9%	1
Justice Gorsuch Wages War for the Constitutional Order	1
Like OMG Marx is so FETCH! Dana Loesch has like the PERFECT take on Teen Vogue’s puff piece on Karl Marx and LOL	1
May WTI oil contract ends about 0.4% higher for the week	1
Moulton: Buttigieg Was a Nerd at Harvard	1
O'Rourke's defends his 'war tax' amid criticism	1
ProPublica and Houston Chronicle Project Named a Finalist for Health Care Print Journalism Award	1
Scientists Restore Some Function In The Brains Of Dead Pigs	1
Sigourney Weaver Surprises Students For Encore Performance Of Viral and#039;Alienand#039; Play	1
Stray Dog Becomes First Dog To Climb Himalayan Summit	1
Supreme Court Looks Ready to Support Republicans Yet Again	1
Taiwan puppet master's push to keep ancient art alive	1
The Alaskan competition involves skiing on water and snow	1
The Anxious Triumph by Donald Sassoon – why capitalism leads to crisis	1
The Internet Is Also Keen on Storming These Other Places After the Rise of the ‘Area 51 Raid’	1
The global arms trade is booming. Buyers are spoiled for choice	1
This Delta Flight Was Piloted By A Mother And Daughter Flight Crew	1
WTI oil futures settle at highest since June 7	1
WaPo columnist: Democrats will have to defeat Trump at ballot box post-Mueller	1
‘Surreal’ Pyongyang marathon in spotlight as tensions ease	1
‘You’re the motherf*cking best!’ Soccer star Megan Rapino urges fans to ‘be better’ in rabble-rousing speech on live TV	1
Bernie Sanders Plan Would Allow 183K Murderers, 164K Rapists to Vote from Prison	1
France's Macron vows to help restart Serbia-Kosovo talks	1
Judi Dench leads celebrity support for the Mail's dementia care campaign	1
Missouri Could Become the First State Without an Abortion Clinic	1
Motel 6 settles lawsuit by agreeing to pay $12 million for cooperating with ICE in Washington state	1
Shaping Humanity With Music, MerlinMoon Announces His Sophomore Album 'YOUNITY' (BangyBang Records)	1
Socialists on Chicago City Council Fight for Affordable Housing, Immigrant Rights	1
The breakthrough battery technology investors are betting millions on	1
Trump Approved Military Action Against Iran, Strike Called Off With Planes In Air, Report Says	1
WikiLeaks' Julian Assange arrested at Ecuador Embassy in London; U.S. seeks extradition	1
“Repurposing” off-patent drugs offers big hopes of new treatments	1
5 winners and 18 losers from the Democratic presidential fundraising quarter	1
63-year old dance instructor: 'Exercise saved my life'	1
Avengers: Endgame’s astonishing box office soars past $2 billion	1
Catwalk gatecrasher becomes surprise fashion star	1
Chicago Just Elected Its First Black Woman Mayor	1
Cory Booker’s plan to fix the housing crisis and make renting affordable	1
Cyanide-laced meteorites may have seeded Earth's first life	1
DOJ Announces Release Of 3,000 Prisoners As FIRST STEP Act Goes Into Effect	1
Dad Posts Encouraging Signs Around Town To Lower Suicide Rates	1
Donald Trump gets pranked in hilarious fashion	1
Dove Is Offering $5,000 Grants For Dads Without Access To Paid Paternity Leave	1
Drone In Maryland Makes History By Delivering Organ For Successful Transplant	1
F1: Lewis Hamilton wins Canadian GP after penalty denies Vettel – live!	1
Florida lawmakers approve rolling back voting rights for people with felony convictions	1
Friends Find Out Theyand#039;re Actually Brothers	1
Goosehead Insurance stock price target raised to $55 from $37 at BofA Merrill Lynch	1
Grandma Missing 5 Days Is Found Alive After Grandson Decides To Search One Last Time	1
HUGE! Border Patrol Chief: We’ve Seen a Drop by Nearly One-Third of Illegals Crossing Border Since Trump Deal with Mexico	1
Harris Releases ‘Medicare for All’ Plan That Allows for Limited Private Insurance	1
Hero Biker Helps Father Get Unconscious Daughter To The Hospital Through Heavy Traffic	1
Hundreds Of Farmers Stay Silent During Auction So Family Can Buy Back Their Family Farm	1
In Turkey, the latest elections had over 80 percent voter turnout. Here’s why.	1
Irish Soldier Gives Up Home To Help Family In Need	1
Japanese volunteers curb suicide, with kindness and pancakes	1
July WTI oil down 37 cents, or 0.7%, at $53.13/bbl after $54.63 high	1
July WTI oil trades at $58.33/bbl vs. $58.26 before the rig data	1
Long-running feud between Princes William and Harry ended weeks ago	1
Man Overhears Stressed Momand#039;s Conversation, Pays For Her New Tires	1
Man Used His Secret Fortune To Send 33 Strangers To College	1
Markets Right Now: Stocks regain some of lost ground	1
NASA Confirms Earth Is Greener Today Than 20 Years Ago	1
Narendra Modi’s Election Challenge: Create Jobs. Lots of Them.	1
Nike inks endorsement deal with basketball star Zion Williamson	1
Nonprofit Organization Plants 250 Million Trees	1
PTSD Can Supercharge Sex Drive and Researchers Aren't Sure Why	1
Patient's request for pizza on hospital window gets great response	1
Pelosi Applauds Mueller For Providing 'Record' For 'Future Action' By Congress	1
Police Officer Talks Suicidal Man Off Bridge By Offering A Hug	1
Prisoners In Just Two States Can Vote. Here’s Why Few Do.	1
Professor Holds Studentand#039;s Baby During Class Because He Couldnand#039;t Find A Babysitter	1
Rep. Brindisi fires aide charged with paying 17-year-old prostitute	1
Researchers Have Figured Out How To Convert All Blood Types Into The Universal Type O	1
Restaurant stocks have caught up with soaring S&P 500 gains in the last year. These 10 companies have surged and led the industry.	1
Scientists Are Using Music To Help Build The Brains Of Premature Babies	1
Scientists detect the earliest Big Bang molecule in space	1
Son Heung-min: Spurs’ superhero seems to flourish when the pressure is on | Eni Aluko	1
Space telescope snaps a celestial family	1
Sudan’s military coup leader steps down	1
Teenagers are better behaved and less hedonistic nowadays	1
Teens Push Womanand#039;s Car 5 Miles Back Home	1
The 2018 Nobel peace prize is awarded to a surgeon and a former slave	1
The Unexpected Upshot of Kavanaugh’s First Term on the Supreme Court	1
Trump: Iran Did Not Capture American CIA Agents	1
When Nekhidia Harris was born, doctors didn't think she would live past 3 days — now she's a college grad	1
Willie Nelson Rescued 70 Horses From The Slaughterhouse	1
Woman Experiences Act Of Kindness On The Worst Day Of Her Life	1
Woman Jumps Out Of Her Car To Rescue A Child Running In Traffic	1
Zero Elephants Killed By Poachers In Over A Year At One Of Africaand#039;s Largest Wildlife Preserves	1
Zoe The Police Dog Sniffs Out 2 Missing Girls In Ontarioand#039;s Algonquin Park	1
13-Year-Old Opens Bakery And Matches Every Sale With A Donation To The Homeless	1
14-Year-Old Boy Fights Off Leopard, Saves His 7-Year-Old Cousin	1
9-Year-Old Pays School Lunch Debt for His Entire Class	1
CBS’s Garrett Admires ‘Ferocity’ of ‘Bold’ Sanders and Warren	1
City Bus Driver Stops To Help Car Stuck In Snow On Train Tracks	1
D-Day at 75: Nations honor veterans, memory of fallen	1
Erdogan: ‘Solution’ Possible to Help Muslims Held in Chinese Concentration Camps	1
F1: Mick Schumacher ‘honoured’ to be compared to his father Michael	1
Firefighter ran 18 miles on broken foot in London Marathon	1
Firefighters Help Man Get Home By Pushing His Electric Wheelchair	1
Heroic 20-Year-Old Rushed Back Into Fire To Save Niece	1
High School Students Shovel Womanand#039;s Driveway At 4:30 AM So She Can Make It To Dialysis Treatment	1
House Democrats Overcome Internal Fissures to Approve Defense-Spending Bill	1
Inmates Rescue Baby Locked Inside Car	1
Kamala Harris Praises Anti-Semite Who Incited Race Riots, Anti-Jewish Pogroms	1
Lt. Dan Actor Gary Sinise Has Dedicated His Life To Support Veterans. Heand#039;s Overcome With Emotion By Thank-You	1
Man Saves Stranger With CPR, Encourages Everyone To Take A Class	1
Mexico to issue limited humanitarian visas to migrants	1
Bangladesh keep hopes alive as Shakib Al Hasan sinks Afghanistan	1
Bill Nye says the planet is on fire—but he’s still optimistic	1
Boeing 737 Max: company unveils new safety fixes	1
CNN’s King Primes Dem Voters: It’s Not ‘Impossible’ for Far-Left Candidate to Win 2020	1
EIA forecasts 2019 WTI oil average of $58.80/bbl, up 4.8% from previous view	1
F1: Williams drivers George Russell and Robert Kubica prepare for long-term recovery	1
Finland's new generation of climate heroes	1
Five reasons why 2020’s down-ballot races could reshape America’s future	1
Hogan Gidley: McAleenan Will Do 'Great Job' as Nielsen's Replacement	1
IT Employment Posts Slight Increase In June; Engineering Employment Shows Increasing Strength	1
Israel welcomes Mideast peace workshop although not invited	1
Miss Alabama's first Latina contestant in 20 years sees opportunity galore	1
Mulvaney says he expects Trump, Xi meeting but not a 'deal closer'	1
Nucor Plans To Build $1.35 Bln Steel Mill In Kentucky	1
Pence: US astronauts will walk on the moon ‘by any means necessary’	1
Plane with the largest wingspan in the world takes flight	1
Southampton v Liverpool: Premier League – live!	1
Stacey Abrams 'Thinking About' Running for President in 2020	1
The president of JetBlue's venture capital firm is a renaissance woman who just might transform air travel (JBLU)	1
Airbus unveils new 'bird of prey' plane	1
An hour of activity may keep disability away	1
As EPA Insists Weed Killer Roundup is Safe, a Jury Orders Monsanto to Pay $2B to Couple With Cancer	1
August WTI oil gains 15 cents, or 0.3%, to settle at $57.66/bbl	1
Baylor Wins Title After Notre Dame’s Hero Misses the Mark	1
Bernie Sanders Fox News town hall draws more than 2.55 million	1
Bernie Sanders Got It Right on CNN: Felons Ought to Be Allowed to Vote	1
Blue and White leaders concede defeat in Israeli elections, promise staunch opposition to Netanyahu's rule	1
Brexiteer Boris Johnson set to become British prime minister	1
California snowpack 202% of average for this time of year	1
Citadel adds traders to profit from stimulus shift	1
Compost potatoes might be José Andrés’s ‘most insane recipe’ yet. Here’s what they taste like.	1
Gold futures give back much of their earlier gains, finish modestly higher	1
Hear Beyoncé’s Surprise New Song ‘Before I Let Go’	1
Here’s What’s New on Amazon Prime Video in August 2019	1
Historic African free trade agreement enters into force	1
In a company first, Victoria's Secret hires openly transgender model	1
JAY-Z Is Officially the First Billionaire Rapper	1
Malaysia to sell 1MDB-linked superyacht for $126 million	1
Mexican Researcher Creates Plastic From Cactus That Is Biodegradable And Safe To Ingest	1
Morgan Freeman Converted His 124-Acre Ranch Into A Giant Bee Sanctuary	1
Nasdaq advances 98 points, or 1.3%, to 7,827	1
Nasdaq ends 0.8% higher at 8,170, marking its first record close since May 3	1
Pipeline Battle Could Help Trump Win MN in 2020	1
STUNNING: Boeing’s 737 Max Software Outsourced to $9-an-Hour Engineers from Indian Software Developer	1
Sanders Campaign Pays $60,000 to Embezzler’s Consulting Firm	1
Scouted: Amazon’s Got Your Back — err, Tush — with 30% Off the Famous Squatty Potty	1
Scouted: The Buffy Cloud Comforter Is One of the Best Out There — and It’s on Sale on Amazon	1
Scouted: This Highly-Rated Dog DNA Kit Gives You Its Breed, Family Tree, And More — And It’s $130 Today Only	1
Shinano Kenshi Introduces New Corporate Brand	1
Taking stock: Minimum wage would be $33 an hour if it grew at the same pace as Wall Street bonuses	1
The Michael Moore v Nancy Pelosi war is going to be epic	1
The Paris Air Show sold $15 billion in planes. A $4 million electric stole the show	1
The surprising thing about America's migrant past	1
These Magnetic Microbots Will Scrub Your Teeth Clean	1
Trade War Won't Kill Small Business - It'll Make It Stronger	1
Trump made surprise appearance at wedding reception	1
Vietnamese woman accused in Kim Jong Nam's killing released	1
Walmart's Kickstarting a $1 Trillion Driverless Delivery Market	1
Warren Rolls Out $7 Billion Plan to Boost Minority Entrepreneurs	1
Warren Unveils Plan For $1 Trillion In New Taxes On Big Corporations	1
World's best restaurant for 2019 is a surprise	1
and#039;Youand#039;re My Heroand#039;: Young Eagles Fan Meets Carson Wentz At Training Camp	1
‘Tiger Style!’ roars about stereotypes in Mike Lew’s comedy	1
Sunday Reading: The Women Reshaping Professional Sports	1
Supreme Court Deserves Praise for Reversing Itself on Takings Clause	1
Waterloo battlefield therapy for British war veterans	1
Wear It Loud, Wear It Proud: How Logomania Got Back in Fashion	1
The Millennial Homeownership Rate Is About the Same as it was 25 Years Ago	1
Elizabeth Warren Has A Plan — To Get Personal With Voters	1
A top Emirati diplomat says UAE 'very committed to de-escalation' after alleged sabotage of oil tankers	1
'On Earth' Is Gorgeous All The Way Through	1
2019 Xtreme Eating list recognizes unhealthiest dishes at chain restaurants	1
21 Questions To Ask Robert Mueller If He Testifies To Congress	1
Activist Ady Barkan’s Illness Took His Ability to Speak — But He’s Still Testifying at Congress to Pass Medicare for All	1
Callidus Capital Announces Liquidity and Recapitalization Arrangements and Provides Update on Timing of Release of Financial Statements	1
Cartoon: Boeing 737 Max 8 safety guide	1
Chart of the Day: A New Stock Buyback Record	1
Detroit Tigers Pitcher Matthew Boyd Is Saving Children In Uganda From Sex Slavery	1
Donate This Week, Get a Free Book	1
Economists conclude that people are willing to put up with pay cuts, after all	1
Hope Hicks tells House that Trump is serious about accepting foreign help as conservative lawyer argues doing so could violate presidential oath	1
House Republicans Ask Democrats to Help Force Vote on Protecting Lives of Babies Born After Abortion	1
Imran Khan hopes to win over Donald Trump in first US visit	1
It’s Time to End the Death Penalty Nationwide	1
Julián Castro’s immigration plan does more than just fix Trump policies	1
Kamala Harris Takes Her Post-Debate Momentum to Iowa	1
Meet the New Boss (But It’s Literally the Same Person)	1
NBC’s Worst Bias Honored With Pair of Cronkite Awards	1
New Saudi Law Allows Women To Travel Without Male Consent	1
New: You Can Now Search the Full Text of 3 Million Nonprofit Tax Records for Free	1
Nolte: New York Times Wants Ban on 'Sexist' Air Conditioning	1
Novak Djokovic sails past Zverev and into semi-final with Dominic Thiem	1
Pentagon Shifts $1 Billion for Border Construction	1
People Are Still Getting Married, and This Book Is Here to Help	1
Quote of the Day: Russian Election Meddling Is A-OK With President Trump	1
Rapper A$AP Rocky freed from Swedish jail after U.S. hostage envoy warns of 'negative consequences'	1
Rep. Omar to Repay Taxes, Fine in Marriage Flap	1
Sen. Murphy: DNI Pick Ratcliffe a 'Television Character'	1
Shanahan’s Review of Niger Ambush Seen as ‘Rubber Stamp’	1
Tennis: Veterans Lopez and Simon set up Queen’s final	1
Three drugmakers settle with California over deals to keep generic medications off the market	1
To Defeat Trump, Democrats Should Nominate Michael Bennet	1
Verizon seeking vandal who has been damaging its equipment	1
WATCH - Bernie Sanders Would Move U.S. Embassy Out of Jerusalem	1
‘Good rant’: Conservative tweeter’s thread puts MSM meltdowns over Trump’s tweets in much-needed perspective	1
‘He’s Got His Own Style.’ Handsome Goat Is One of the Most Stylish Guys to Grace Your Eyeballs Lately	1
‘Now Our Watch Has Ended.’ Emilia Clarke Shares Message to Fans Before Game of Thrones Finale	1
‘This Is Not a Burger King Buffet at Mar-a-Lago.’ Late Night Comedians Feast on Trump’s Buckingham Palace Visit	1
‘Wow’ factor puts Trent Alexander-Arnold centre stage for Liverpool	1
'Home-school charters' let families use state dollars for Disneyland, horseback riding lessons and more	1
'Us' Opening Weekend Proves the Black Community Has Jordan Peele's Back	1
All 21 Marvel Superhero Films, Ranked	1
Australia’s best female cricketer Alyssa Healy defends decision to pay male players a higher salary	1
Barr-Nunn Offers New Team Fleets with Higher Pay	1
Black man asks appeals court to move case from Clinton courthouse with Confederate statue	1
Boeing inks deal to provide parts for rival Airbus planes	1
Colorado's Oil And Gas Regulators Must Now Consider Public Health And Safety	1
Democratic lawmaker to drug industry on insulin prices: 'Your days are numbered'	1
Democrats Are Maaaaaaybe Starting to Find the Right Balance on the Tricky Politics of Impeachment	1
Democrats Vote To Block Trump Impeachment Resolution	1
Family pay tribute to a 'loveable larrikin' after a car packed with teens T-boned him	1
Federal Judge Blocks Part of Trump’s Border Wall Construction	1
Friday Cat Blogging – 21 June 2019	1
From Brexit to a United Ireland	1
Gene Wolfe Was the Proust of Science Fiction	1
Greta Thunberg teaches us about autism as much as climate change | Ian Birrell	1
Happy Birthday, Simpsons, But I Wish You Were Dead	1
Harvard Study Finds Trigger Warnings Do More Harm Than Good	1
Living Off the Grid and Safe From Hurricanes in Puerto Rico	1
Media Thrilled by Baltimore Sun Slamming ‘Vermin’ Trump: ‘One for the History Books’	1
Mueller requests that long-time aide be sworn in as a witness at House hearings: report	1
New York Forbids Teachers From Carrying Guns in Classrooms	1
Notre Dame Basketball Coach Calls for More Women in Power: 'Time's Up. It Is Our Turn'	1
Obama on Biden: Great VP, but you’re on your own for the nomination	1
Oxford and Cambridge are the best cities to find a job with average salaries of more than £35,000	1
Politico: Delaney proves the adage — there’s no such thing as bad publicity	1
ProPublica Illinois and ProPublica Earn Three NABJ Salute to Excellence Awards Nominations	1
Rep. Justin Amash becomes the first Republican in Congress to call Trump’s conduct impeachable	1
Sandra Guzman: Women in Puerto Rico know all too well why Rossello must resign	1
South Africa Plans To Deploy Military To Combat Crime In Violence-Ridden City: Officials	1
Sport shorts: Andy Murray and Serena Williams form Wimbledon dream team	1
TAC Bookshelf for the Week of March 18	1
The Inside Story of the $6 Million ‘Devil’s Violin’ Heist	1
The One Question Trump Asks World Leaders In The Oval Office Will Send Christians Cheering	1
These scientists tracked South Africa’s sardine run over 66 years	1
This SNL Sketch With Emma Thompson Will Change the Way You Watch Beauty and the Beast	1
Trump Offers Clumsy Olive Branch to North Korea	1
Trump Pushes Another Bailout for ‘Patriot Farmers’ Hurt by His Trade War	1
Trump tweets bizarre parody video suggesting he'll be president 4EVA	1
Two Boys Put Pokemon Hunting On Hold To Help Struggling Elderly Man	1
U.S. military’s new secret weapon: The “flying Ginsu”	1
Woman Chronicles Her Daring Mission to Rescue Her AirPod From Subway Tracks	1
Woman Pays Dinner Bill For Group Of Teens On Prom Night	1
‘Caring, Fact-Based’ NBC News Anchor Getting Cronkite Journalism Award	1
Cafeteria Worker Fired For Giving Student Free Food Gets Job Offer From Celebrity Chef	1
Exclusive -- Carson: Clear Cut Evidence of Facebook Advertising Platform Discrimination	1
Gov. Ned Lamont Invites Netflix, Disney to Abortion-Friendly Connecticut	1
ICE Opens Transgender Housing Unit for Illegals – Teaches Self-Grooming, Provides Hormone Therapy on Taxpayer Dime	1
POLICE PROTECT BLACK FEMALE TRUMP SUPPORTER From Violent White Antifa Terrorists in DC	1
Pelosi and Schumer Are Playing Too Nice	1
Stephen King Likens 'Chernobyl' to Trump, Ignores Socialism	1
A Better Address Can Change a Child’s Future	1
Blackstone weighs Cheniere Energy Partners stake sale: Bloomberg	1
Braised Black Beans That Will Make You Forget Meat	1
China toddler: Three-year-old falls six storeys and survives	1
Creative father stops his baby's crying by pretending the child's car seat is turning into a robot	1
Daughter calls for compassion for mom’s alleged killer twin at funeral	1
Democratic Presidential Debate: See The 20 Candidates Who Will Be Onstage	1
Endangered Whale Experiencing Mini Baby Boom In New England Waters	1
Hallstatt: A town of 800 people that gets a million tourists a year	1
Iran Urges Europe to Normalize Economic Ties With It or Face Consequences	1
Journos Hit Hick for Pot Flip-Flop	1
Jussie Smollett could win an NAACP award—and host Anthony Anderson hopes he does: 'the system worked for him'	1
Karaoke, ax-throwing sites want to sell beer under Utah law	1
Kashmir: Pakistan PM Imran Khan on the need for dialogue	1
Liverpool are extraordinary up front, says Barcelona’s Ernesto Valverde	1
Man stands in 110-degree heat to pass out his resume instead of asking for handouts — and goes viral	1
More children around the world are being taught in English, often badly	1
Mueller report will be released on Thursday morning	1
New Yorkers are totally unfazed by an alien subway entertainer doing wacky performance	1
No Citizenship Question on 2020 Census as Trump Backs Down	1
Philadelphia DA wants state Supreme Court to declare the death penalty unconstitutional	1
Police Officer Helps Student Fix His Tie For Graduation	1
Refugees need not be a burden, if they are allowed to work	1
Republicans plan to win House by appealing to women, people of color. Because that will happen	1
SIMON THOMAS turned to drink after losing his wife, but his son helped pull him through	1
State police are tracking runaway Oregon Republicans who refuse to vote on climate bill	1
The Woman Who Has Styled Justin Bieber, Anita Hill, and the iPod	1
Trump Praises Supporters Who Want to Deport Ilhan Omar as “People That Love Our Country”	1
Trump seeks weaker protections, as 1 million species face extinction	1
We Will Not Be Quiet! Stonewall Was a Riot!: Queer Liberation March Returns Pride to Radical Roots	1
West Indies chasing 292 to beat New Zealand: Cricket World Cup 2019 - live!	1
‘Miracle’: Plane crashes into Florida river, but no deaths	1
“Sooner or Later, Dictators Fall,” Says Eyewitness to Sudan’s Uprising	1
'High Life' Is A Stunning Space Odyssey — With A Baby On Board	1
Apple Goes All In on China	1
Ariana Grande and Justin Bieber are CGI animals in this generation’s “We Are the World”	1
At Census Question Oral Arguments, SCOTUS Seems to Lean Trump	1
August WTI oil up 21 cents, or 0.4%, at $58.68/bbl ahead of Nymex settlement	1
Buttigieg defends Kaepernick, NFL players who kneel during national anthem	1
Cheney Applauds Trump Administration’s Decision to Strengthen Iran Oil Sanctions	1
Democrats: we’d love to nominate a young woman of color in 2020. Also, we love Joe Biden.	1
DraftKings And The Arena Football League Launch New Fantasy Sports Game	1
EU to call on Libya’s Haftar to stop offensive: draft	1
Ex-Fighter Pilot Amy McGrath Launches Dem Challenge To Mitch McConnell	1
F1: ‘Sebastian Vettel only needs one good race - it’s just a phase’, says Nico Rosberg	1
Fact checking Robert Mueller's congressional hearing	1
Federal Judge Dismisses Charges Against 3 White Supremacists	1
Four technology breakthroughs of BlackPearl.Chain are reinventing the public blockchain	1
Friday Cat Blogging – 14 June 2019	1
From the Mediterranean to Mexico, Capt. Pia Klemp Believes Rescuing Refugees Is Worth Facing Prison Time	1
Google Searches For Ways To Put Artificial Intelligence To Use In Health Care	1
Grand Parc, Bordeaux review – a rush of light, air and views	1
Grand Theft Auto 6 rumours: setting, next-gen console launch and more	1
I'm a freelance writer with student loans who's kept excellent credit as I move all over the US. Here's exactly how I do it.	1
Ingeborg Bachmann’s “Malina” Is the Truest Portrait of Female Consciousness Since Sappho	1
June WTI oil gains $1.48, or 2.35, to settle at $65.55/bbl	1
Justice Department sides with Treasury in blocking Trump tax returns	1
Klobuchar fundraises for McConnell challenger: 'Two Amys are better than one'	1
Megan Rapinoe shares a great idea for boosting women’s pay, and it involves capitalism	1
Mission Accomplished: A$AP Rocky Returning To United States	1
Modi’s Message Was Simple: Hindus First	1
More players older than 30 than younger left in men’s fourth round at Wimbledon	1
Morehouse commencement speaker promises to pay off student loans for entire graduating class	1
National Popular Vote Movement Tries to Win Over Skeptical Conservatives	1
Oakland's 'Pothole Vigilantes' Are the Batman and Robin of Road Repair	1
One of the World's Most Wanted Hackers Speaks	1
Premier League title race: Mo Salah’s wonder goal puts Liverpool back on top	1
Rachel Roddy's recipe for salmoriglio – aka Sicilian lemon sauce | A Kitchen in Rome	1
Romanian political spat comes to the fore at EU summit	1
Shelter Dog Who Loves His Bowl Gets Adopted After His Story Goes Viral	1
Sri Lanka attacks: 'They gave me a hug the night before'	1
Stranded baby elephant rescued from lake	1
Strong Economic Growth in the First Quarter, but the Devil's in the Details	1
Student reunited with mother after 12 years	1
The Italian Donald Trump Visits Washington	1
The Ways Black Gay Men ‘Act Straight’ to Survive Festival Season	1
Today’s back pages: Stokes catch gives England a flying start in Cricket World Cup	1
Top 10 books set in the American midwest	1
U.S. Firms Are Helping Build China’s Orwellian State	1
Warren’s Economic Evolution Gives Her Candidacy a Unique Edge	1
We Hear You: Jordan Peterson on What Motivates the Left	1
What it's like being a woman in media	1
While Trump Practices Benign Neglect, Mulvaney Hammers Cabinet Members	1
Zimbabwean Manners Mukuwiri recycles rubbish into art	1
‘A predator’s playground’: The dark side of finding love online	1
‘It was not a fluke event’: Alabama Sen. Doug Jones lays out how Democrats can win in 2020	1
'NCIS' renewed for Season 17 by CBS	1
'Plenty Of Cards To Play': Chinese Media Suggest Cutting Rare Earth Exports To U.S.	1
5 Years In, What The Daily Signal Has Achieved	1
Afghan president holds council to set agenda for peace talks	1
An Entire School Learned Sign Language To Welcome A Deaf Kindergartener	1
Andy Murray wins Queen’s doubles title in first tournament since hip surgery	1
Avengers: Endgame Smashes Multiple Ticketing Records on Atom Tickets	1
Baker School District applying for $12.5 million USDA loan to help fund Baker High renovation	1
Black Widow and Captain Marvel Hitting the Red Carpet Wearing Infinity Stones Is a Superpower	1
Boeing CEO Muilenburg: Confident in the 'fundamental safety' of 737 Max	1
Chris Lythgo confirmed Commissionaires National Chair	1
Endorsements Pouring in for Insurgent Queens DA Candidate	1
Experts Are Already Arguing Over How to Rebuild Notre Dame	1
French Billionaires Pledge $450 Million To Help Rebuild The Notre Dame Cathedral	1
Game of Thrones: The White Walkers Are Coming	1
Happy Easter from TheBlaze: The true meaning of Easter Sunday	1
Hilarious! President Trump: I wanted to Kiss My General Who Defeated ISIS But “I Went to Kiss the General And I Felt Like Joe Biden”	1
Jamaican Businessman Organizes Trash-Collecting Tournament, Removes Over 11,000 Lbs Of Trash From Sea	1
Meet the rare tiger cubs making their debut at Sydney Zoo	1
Meghan Markle’s First Major Post-Baby Outing at Trooping the Colour 2019 Looked Like a Lot of Fun	1
Much of Notre Dame Cathedral's structure and artifacts miraculously survive the destructive fire	1
Neighborhoods Across The Country Are Building Miniature Pantries To Help Those In Need	1
New York Activists Are Leading the Charge on Sex Work Decriminalization	1
New York State, Which Celebrated Abortion Extremism, Outlaws Declawing Cats	1
Oh HONEY, good luck with that! Nancy Pelosi’s rant about ‘not accepting a 2nd Trump term’ belongs in Butthurt Hall of Fame	1
People Are Really Flipping for the Playground Girl Flipping Meme Routine	1
Police Department Helps Animal Shelter Thatand#039;s Overrun With Cats	1
Russia Agrees To Free Nearly 100 Captive Whales	1
Student Canand#039;t Get A Kidney Transplant Without A Home, So His Teacher Is Adopting Him	1
The Decathlon: Nadal, Barty, McIlroy and Ronaldo are the weekend’s big winners	1
The OA‘s Remarkable Season 2 Ending Explained	1
There's a reason this court is run by women	1
Tillis' Democratic challenger brings in over $720,000 in two weeks	1
Today's back pages: England beat India at Cricket World Cup	1
Trump Administration Finally Wins a Sanctuary City Grant Condition Case	1
U.S. Military Readies To Help Venezuela Once Maduro Is Gone	1
U.S. military contractor found alive after he was reported killed in Afghan bombing	1
Ukraine's presidential candidates take drug tests	1
We’re Launching a Paid Work Placement Initiative For Culturally Diverse Graduates	1
Wimbledon 2019: On a Day When Serena Williams Didn’t Have It, Simona Halep Had It All	1
Woman Creates Dog Hospice To Give Dying Dogs The Ending They Deserve	1
Animal Shelters Waive Adoption Fees Thanks To Donations By Miranda Lambertand#039;s MuttNation Foundation	1
Keanu Reeves Was the Best Companion on a Bus Ride With a Bunch of Stranded Plane Passengers	1
Meet the artist who makes unforgettable sculptures that hover in the sky	1
Real Madrid is 'most valuable club in Europe,' according to report	1
South Carolina Deputy Saves Babyand#039;s Life During Traffic Stop	1
Teacher Cuts Hair To Match Student Being Teased For Her Short Hair	1
Moscow just made it easier for Ukrainians to become Russian	1
A Very Chill Bear Follows His Bliss By Soaking Its Troubles Away in a Bath	1
A Woman in China Tried to Cure Her Cancer by Swallowing Maggots	1
Affirming the Paris Accord Is Good — But Democrats Must Do Much More	1
Alek Sigley: Australian PM confirms North Korea detainee's release	1
Alexis Tsipras: leader won respect abroad but lost support at home	1
